timestep,time(s),active_particles,total_conc,total_Q_0,ratio_Q_0
1,100,0,0,0,0
2,200,0,0,0,0
3,300,0,0,0,0
4,400,0,0,0,0
5,500,0,0,0,0
6,600,0,0,0,0
7,700,0,0,0,0
8,800,0,0,0,0
9,900,0,0,0,0
10,1000,0,0,0,0
11,1100,0,0,0,0
12,1200,0,0,0,0
13,1300,0,0,0,0
14,1400,0,0,0,0
15,1500,0,0,0,0
16,1600,0,0,0,0
17,1700,0,0,0,0
18,1800,0,0,0,0
19,1900,0,0,0,0
20,2000,0,0,0,0
21,2100,0,0,0,0
22,2200,0,0,0,0
23,2300,0,0,0,0
24,2400,0,0,0,0
25,2500,0,0,0,0
26,2600,0,0,0,0
27,2700,0,0,0,0
28,2800,0,0,0,0
29,2900,0,0,0,0
30,3000,0,0,0,0
31,3100,0,0,0,0
32,3200,0,0,0,0
33,3300,0,0,0,0
34,3400,0,0,0,0
35,3500,0,0,0,0
36,3600,0,0,0,0
37,3700,0,0,0,0
38,3800,0,0,0,0
39,3900,0,0,0,0
40,4000,0,0,0,0
41,4100,0,0,0,0
42,4200,0,0,0,0
43,4300,0,0,0,0
44,4400,0,0,0,0
45,4500,0,0,0,0
46,4600,0,0,0,0
47,4700,0,0,0,0
48,4800,0,0,0,0
49,4900,0,0,0,0
50,5000,0,0,0,0
51,5100,0,0,0,0
52,5200,0,0,0,0
53,5300,0,0,0,0
54,5400,0,0,0,0
55,5500,0,0,0,0
56,5600,0,0,0,0
57,5700,0,0,0,0
58,5800,0,0,0,0
59,5900,0,0,0,0
60,6000,0,0,0,0
61,6100,0,0,0,0
62,6200,0,0,0,0
63,6300,0,0,0,0
64,6400,0,0,0,0
65,6500,0,0,0,0
66,6600,0,0,0,0
67,6700,0,0,0,0
68,6800,0,0,0,0
69,6900,0,0,0,0
70,7000,0,0,0,0
71,7100,0,0,0,0
72,7200,0,0,0,0
73,7300,0,0,0,0
74,7400,0,0,0,0
75,7500,0,0,0,0
76,7600,0,0,0,0
77,7700,0,0,0,0
78,7800,0,0,0,0
79,7900,0,0,0,0
80,8000,0,0,0,0
81,8100,0,0,0,0
82,8200,0,0,0,0
83,8300,0,0,0,0
84,8400,0,0,0,0
85,8500,0,0,0,0
86,8600,0,0,0,0
87,8700,0,0,0,0
88,8800,0,0,0,0
89,8900,0,0,0,0
90,9000,0,0,0,0
91,9100,0,0,0,0
92,9200,0,0,0,0
93,9300,0,0,0,0
94,9400,0,0,0,0
95,9500,0,0,0,0
96,9600,0,0,0,0
97,9700,0,0,0,0
98,9800,0,0,0,0
99,9900,0,0,0,0
100,10000,0,0,0,0
101,10100,0,0,0,0
102,10200,0,0,0,0
103,10300,0,0,0,0
104,10400,0,0,0,0
105,10500,0,0,0,0
106,10600,0,0,0,0
107,10700,0,0,0,0
108,10800,0,0,0,0
109,10900,0,0,0,0
110,11000,0,0,0,0
111,11100,0,0,0,0
112,11200,0,0,0,0
113,11300,0,0,0,0
114,11400,0,0,0,0
115,11500,0,0,0,0
116,11600,0,0,0,0
117,11700,0,0,0,0
118,11800,0,0,0,0
119,11900,0,0,0,0
120,12000,0,0,0,0
121,12100,0,0,0,0
122,12200,0,0,0,0
123,12300,0,0,0,0
124,12400,0,0,0,0
125,12500,0,0,0,0
126,12600,0,0,0,0
127,12700,0,0,0,0
128,12800,0,0,0,0
129,12900,0,0,0,0
130,13000,0,0,0,0
131,13100,0,0,0,0
132,13200,0,0,0,0
133,13300,0,0,0,0
134,13400,0,0,0,0
135,13500,0,0,0,0
136,13600,0,0,0,0
137,13700,0,0,0,0
138,13800,0,0,0,0
139,13900,0,0,0,0
140,14000,0,0,0,0
141,14100,0,0,0,0
142,14200,0,0,0,0
143,14300,0,0,0,0
144,14400,0,0,0,0
145,14500,0,0,0,0
146,14600,0,0,0,0
147,14700,0,0,0,0
148,14800,0,0,0,0
149,14900,0,0,0,0
150,15000,0,0,0,0
151,15100,0,0,0,0
152,15200,0,0,0,0
153,15300,0,0,0,0
154,15400,0,0,0,0
155,15500,0,0,0,0
156,15600,0,0,0,0
157,15700,0,0,0,0
158,15800,0,0,0,0
159,15900,0,0,0,0
160,16000,0,0,0,0
161,16100,0,0,0,0
162,16200,0,0,0,0
163,16300,0,0,0,0
164,16400,0,0,0,0
165,16500,0,0,0,0
166,16600,0,0,0,0
167,16700,0,0,0,0
168,16800,0,0,0,0
169,16900,0,0,0,0
170,17000,0,0,0,0
171,17100,0,0,0,0
172,17200,0,0,0,0
173,17300,0,0,0,0
174,17400,0,0,0,0
175,17500,0,0,0,0
176,17600,0,0,0,0
177,17700,0,0,0,0
178,17800,0,0,0,0
179,17900,0,0,0,0
180,18000,0,0,0,0
181,18100,0,0,0,0
182,18200,0,0,0,0
183,18300,0,0,0,0
184,18400,0,0,0,0
185,18500,0,0,0,0
186,18600,0,0,0,0
187,18700,0,0,0,0
188,18800,0,0,0,0
189,18900,0,0,0,0
190,19000,0,0,0,0
191,19100,0,0,0,0
192,19200,0,0,0,0
193,19300,0,0,0,0
